01/01/2017;43.0;45.0;49.0;45.0;28.0;58.0
01/02/2017;49.0;52.0;56.0;51.0;34.0;56.0
01/03/2017;68.0;64.0;70.0;68.0;30.0;75.0
01/04/2017;72.0;67.0;73.0;80.0;29.0;84.0
01/05/2017;64.0;63.0;67.0;81.0;20.0;74.0
01/06/2017;50.0;55.0;65.0;58.0;19.0;60.0
01/07/2017;52.0;61.0;70.0;68.0;16.0;65.0
01/08/2017;57.0;73.0;80.0;58.0;22.0;67.0
01/09/2017;76.0;82.0;89.0;83.0;19.0;83.0
01/10/2017;78.0;61.0;70.0;86.0;12.0;98.0
01/11/2017;49.0;44.0;50.0;42.0;15.0;47.0
01/12/2017;59.0;54.0;61.0;53.0;12.0;59.0
01/13/2017;35.0;37.0;40.0;31.0;15.0;32.0
01/14/2017;40.0;42.0;45.0;34.0;23.0;36.0
01/15/2017;46.0;42.0;49.0;34.0;26.0;37.0
01/16/2017;66.0;40.0;50.0;46.0;38.0;54.0
01/17/2017;30.0;32.0;38.0;19.0;14.0;18.0
01/18/2017;35.0;24.0;36.0;22.0;23.0;28.0
01/19/2017;31.0;24.0;29.0;21.0;22.0;27.0
01/20/2017;27.0;17.0;24.0;15.0;16.0;19.0
01/21/2017;34.0;31.0;34.0;32.0;22.0;30.0
01/22/2017;49.0;43.0;51.0;50.0;38.0;52.0
01/23/2017;54.0;51.0;55.0;47.0;36.0;55.0
01/24/2017;79.0;82.0;87.0;84.0;62.0;101.0
01/25/2017;85.0;85.0;91.0;72.0;68.0;85.0
01/26/2017;73.0;71.0;78.0;71.0;58.0;86.0
01/27/2017;50.0;49.0;54.0;47.0;33.0;51.0
01/28/2017;36.0;40.0;39.0;26.0;23.0;29.0
01/29/2017;48.0;48.0;56.0;42.0;36.0;46.0
01/30/2017;47.0;51.0;55.0;47.0;36.0;49.0
01/31/2017;47.0;54.0;58.0;46.0;33.0;51.0
02/01/2017;55.0;58.0;63.0;56.0;33.0;67.0
02/02/2017;49.0;40.0;47.0;37.0;31.0;37.0
02/03/2017;44.0;27.0;35.0;24.0;23.0;20.0
02/04/2017;25.0;11.0;15.0;11.0;11.0;10.0
02/05/2017;18.0;5.0;9.0;8.0;9.0;9.0
02/06/2017;41.0;21.0;29.0;18.0;21.0;19.0
02/07/2017;48.0;34.0;41.0;31.0;27.0;32.0
02/08/2017;35.0;28.0;43.0;29.0;18.0;36.0
02/09/2017;77.0;65.0;78.0;71.0;64.0;80.0
02/10/2017;58.0;52.0;65.0;51.0;47.0;61.0
02/11/2017;31.0;32.0;45.0;24.0;19.0;22.0
02/12/2017;27.0;30.0;40.0;26.0;21.0;31.0
02/13/2017;37.0;26.0;33.0;25.0;23.0;27.0
02/14/2017;52.0;48.0;59.0;47.0;42.0;45.0
02/15/2017;41.0;48.0;62.0;41.0;34.0;47.0
02/16/2017;50.0;51.0;64.0;53.0;43.0;57.0
02/17/2017;53.0;59.0;71.0;51.0;41.0;58.0
02/18/2017;70.0;59.0;70.0;57.0;56.0;62.0
02/19/2017;35.0;28.0;38.0;21.0;25.0;23.0
02/20/2017;44.0;48.0;61.0;35.0;29.0;38.0
02/21/2017;55.0;52.0;67.0;47.0;40.0;46.0
02/22/2017;57.0;64.0;79.0;53.0;42.0;56.0
02/23/2017;55.0;59.0;70.0;56.0;40.0;59.0
02/24/2017;44.0;46.0;51.0;41.0;38.0;41.0
02/25/2017;54.0;52.0;60.0;45.0;45.0;42.0
02/26/2017;44.0;39.0;46.0;33.0;32.0;35.0
02/27/2017;29.0;24.0;29.0;21.0;20.0;18.0
02/28/2017;32.0;25.0;31.0;23.0;24.0;23.0
03/01/2017;51.0;46.0;52.0;41.0;42.0;40.0
03/02/2017;70.0;58.0;65.0;66.0;56.0;62.0
03/03/2017;51.0;36.0;47.0;41.0;37.0;49.0
03/04/2017;28.0;23.0;29.0;20.0;22.0;17.0
03/05/2017;28.0;23.0;26.0;18.0;24.0;17.0
03/06/2017;33.0;23.0;34.0;22.0;25.0;23.0
03/07/2017;38.0;34.0;43.0;31.0;31.0;31.0
03/08/2017;88.0;75.0;86.0;76.0;68.0;77.0
03/09/2017;78.0;74.0;86.0;66.0;60.0;67.0
03/10/2017;67.0;67.0;83.0;50.0;50.0;61.0
03/11/2017;51.0;48.0;58.0;41.0;37.0;45.0
03/12/2017;17.0;30.0;39.0;17.0;19.0;17.0
03/13/2017;12.0;13.0;20.0;8.0;7.0;11.0
03/14/2017;26.0;17.0;29.0;15.0;16.0;19.0
03/15/2017;29.0;34.0;47.0;25.0;22.0;25.0
03/16/2017;40.0;39.0;56.0;32.0;35.0;31.0
03/17/2017;41.0;54.0;67.0;40.0;34.0;42.0
03/18/2017;52.0;56.0;70.0;52.0;42.0;58.0
03/19/2017;52.0;47.0;66.0;40.0;39.0;41.0
03/20/2017;29.0;35.0;50.0;20.0;21.0;23.0
03/21/2017;31.0;33.0;26.0;27.0;26.0
03/22/2017;29.0;28.0;34.0;24.0;22.0;23.0
03/23/2017;43.0;39.0;44.0;41.0;37.0;35.0
03/24/2017;40.0;37.0;45.0;35.0;32.0;34.0
03/25/2017;54.0;43.0;48.0;44.0;41.0;39.0
03/26/2017;23.0;24.0;31.0;21.0;17.0;22.0
03/27/2017;37.0;31.0;38.0;26.0;25.0;23.0
03/28/2017;51.0;50.0;60.0;39.0;44.0;42.0
03/29/2017;63.0;59.0;68.0;53.0;50.0;55.0
03/30/2017;51.0;48.0;58.0;43.0;36.0;50.0
03/31/2017;40.0;39.0;45.0;35.0;35.0;31.0
04/01/2017;14.0;7.0;11.0;11.0;6.0;10.0
04/02/2017;17.0;17.0;27.0;13.0;11.0;13.0
04/03/2017;37.0;31.0;39.0;33.0;28.0;31.0
04/04/2017;45.0;37.0;55.0;38.0;29.0;43.0
04/05/2017;15.0;10.0;23.0;11.0;10.0;15.0
04/06/2017;25.0;23.0;33.0;23.0;17.0;23.0
04/07/2017;34.0;37.0;44.0;31.0;26.0;37.0
04/08/2017;36.0;36.0;47.0;25.0;28.0;32.0
04/09/2017;24.0;32.0;44.0;19.0;19.0;21.0
04/10/2017;43.0;46.0;54.0;32.0;37.0;35.0
04/11/2017;40.0;53.0;64.0;28.0;25.0;32.0
04/12/2017;44.0;50.0;54.0;35.0;35.0;39.0
04/13/2017;36.0;43.0;51.0;27.0;30.0;33.0
04/14/2017;35.0;32.0;42.0;19.0;26.0;21.0
04/15/2017;32.0;27.0;32.0;29.0;24.0;28.0
04/16/2017;26.0;27.0;31.0;22.0;20.0;15.0
04/17/2017;43.0;45.0;51.0;35.0;31.0;40.0
04/18/2017;19.0;27.0;38.0;17.0;14.0;18.0
04/19/2017;18.0;13.0;22.0;13.0;11.0;16.0
04/20/2017;16.0;14.0;27.0;15.0;9.0;18.0
04/21/2017;25.0;22.0;32.0;19.0;19.0;24.0
04/22/2017;28.0;31.0;36.0;26.0;17.0;26.0
04/23/2017;38.0;43.0;46.0;32.0;26.0;38.0
04/24/2017;44.0;45.0;54.0;41.0;34.0;44.0
04/25/2017;34.0;34.0;43.0;32.0;28.0;33.0
04/26/2017;23.0;19.0;23.0;16.0;15.0;16.0
04/27/2017;12.0;7.0;18.0;9.0;6.0;11.0
04/28/2017;17.0;11.0;18.0;12.0;10.0;14.0
04/29/2017;23.0;20.0;30.0;21.0;22.0
04/30/2017;20.0;17.0;19.0;19.0;16.0
05/01/2017;19.0;17.0;21.0;13.0;12.0
05/02/2017;33.0;35.0;43.0;22.0;30.0;27.0
05/03/2017;42.0;41.0;44.0;31.0;36.0;37.0
05/04/2017;52.0;56.0;69.0;47.0;49.0;52.0
05/05/2017;30.0;31.0;38.0;26.0;27.0;29.0
05/06/2017;14.0;12.0;14.0;15.0;13.0;13.0
05/07/2017;24.0;27.0;41.0;20.0;18.0;17.0
05/08/2017;38.0;40.0;44.0;29.0;29.0;29.0
05/09/2017;38.0;39.0;45.0;28.0;33.0;29.0
05/10/2017;19.0;12.0;16.0;14.0;14.0;13.0
05/11/2017;23.0;18.0;25.0;19.0;19.0;15.0
05/12/2017;31.0;28.0;38.0;24.0;24.0;20.0
05/13/2017;18.0;16.0;22.0;13.0;11.0;11.0
05/14/2017;23.0;21.0;25.0;19.0;17.0;19.0
05/15/2017;29.0;36.0;41.0;22.0;19.0;22.0
05/16/2017;34.0;37.0;50.0;31.0;22.0;30.0
05/17/2017;30.0;24.0;38.0;21.0;18.0;25.0
05/18/2017;26.0;24.0;29.0;16.0;15.0;17.0
05/19/2017;30.0;26.0;34.0;20.0;17.0;21.0
05/20/2017;29.0;32.0;31.0;17.0;23.0
05/21/2017;27.0;38.0;47.0;19.0;16.0;18.0
05/22/2017;53.0;51.0;56.0;44.0;37.0;46.0
05/23/2017;19.0;16.0;26.0;13.0;9.0;15.0
05/24/2017;33.0;39.0;49.0;31.0;19.0;28.0
05/25/2017;39.0;34.0;43.0;29.0;18.0;31.0
05/26/2017;36.0;37.0;47.0;28.0;20.0;31.0
05/27/2017;19.0;13.0;22.0;16.0;11.0;18.0
05/28/2017;13.0;11.0;14.0;11.0;5.0;11.0
05/29/2017;26.0;21.0;23.0;19.0;15.0;18.0
05/30/2017;21.0;25.0;30.0;17.0;10.0;19.0
05/31/2017;33.0;35.0;42.0;27.0;17.0;25.0
06/01/2017;35.0;32.0;39.0;26.0;21.0;27.0
06/02/2017;40.0;27.0;37.0;27.0;22.0;27.0
06/03/2017;15.0;15.0;19.0;12.0;7.0;12.0
06/04/2017;10.0;9.0;12.0;7.0;5.0;8.0
06/05/2017;28.0;19.0;21.0;18.0;15.0;20.0
06/06/2017;22.0;22.0;27.0;15.0;12.0;16.0
06/07/2017;33.0;35.0;43.0;27.0;17.0;28.0
06/08/2017;34.0;25.0;32.0;24.0;20.0;28.0
06/09/2017;39.0;31.0;38.0;31.0;23.0;34.0
06/10/2017;45.0;41.0;48.0;31.0;28.0;29.0
06/11/2017;34.0;40.0;46.0;29.0;27.0;27.0
06/12/2017;37.0;28.0;37.0;25.0;25.0;29.0
