fecha;estacion008;estacion047;estacion049;estacion056
06/27/2017;62.0;32.0;22.0;51.0
06/28/2017;44.0;11.0;8.0;16.0
06/29/2017;39.0;10.0;7.0;24.0
06/30/2017;32.0;14.0;9.0;24.0
07/01/2017;20.0;15.0;4.0;29.0
07/02/2017;28.0;15.0;8.0;33.0
07/03/2017;47.0;26.0;17.0;58.0
07/04/2017;48.0;26.0;16.0;67.0
07/05/2017;48.0;19.0;13.0;51.0
07/06/2017;54.0;41.0;29.0;49.0
07/07/2017;53.0;39.0;27.0;50.0
07/08/2017;51.0;35.0;19.0;50.0
07/09/2017;62.0;37.0;28.0;43.0
07/10/2017;61.0;28.0;17.0;43.0
07/11/2017;71.0;47.0;29.0;78.0
07/12/2017;94.0;54.0;41.0;87.0
07/13/2017;101.0;63.0;46.0;89.0
07/14/2017;76.0;42.0;30.0;80.0
07/15/2017;45.0;21.0;14.0;62.0
07/16/2017;42.0;28.0;12.0;61.0
07/17/2017;67.0;37.0;22.0;79.0
07/18/2017;59.0;29.0;22.0
07/19/2017;53.0;19.0;12.0;29.0
07/20/2017;57.0;21.0;16.0;44.0
07/21/2017;57.0;25.0;19.0;40.0
07/22/2017;54.0;21.0;16.0;38.0
07/23/2017;40.0;27.0;12.0;35.0
07/24/2017;38.0;23.0;13.0;38.0
07/25/2017;29.0;17.0;9.0;35.0
07/26/2017;53.0;27.0;20.0;44.0
07/27/2017;66.0;38.0;29.0;56.0
07/28/2017;93.0;44.0;38.0;65.0
07/29/2017;72.0;38.0;33.0;61.0
07/30/2017;57.0;32.0;23.0;44.0
07/31/2017;56.0;29.0;20.0;47.0
08/01/2017;53.0;22.0;15.0;42.0
08/02/2017;59.0;39.0;26.0;65.0
08/03/2017;61.0;39.0;27.0;73.0
08/04/2017;57.0;36.0;21.0;51.0
08/05/2017;51.0;28.0;16.0;48.0
08/06/2017;30.0;11.0;6.0;26.0
08/07/2017;46.0;18.0;13.0;34.0
08/08/2017;32.0;14.0;9.0;24.0
08/09/2017;29.0;17.0;11.0;30.0
08/10/2017;24.0;13.0;7.0;29.0
08/11/2017;33.0;20.0;12.0;43.0
08/12/2017;34.0;21.0;10.0;49.0
08/13/2017;46.0;30.0;17.0;55.0
08/14/2017;34.0;19.0;12.0;45.0
08/15/2017;33.0;12.0;7.0;21.0
08/16/2017;55.0;32.0;23.0;49.0
08/17/2017;50.0;35.0;19.0;63.0
08/18/2017;64.0;46.0;32.0;61.0
08/19/2017;33.0;19.0;8.0;42.0
08/20/2017;34.0;20.0;11.0;45.0
08/21/2017;43.0;28.0;19.0;57.0
08/22/2017;44.0;22.0;13.0;52.0
08/23/2017;72.0;44.0;35.0;66.0
08/24/2017;61.0;32.0;20.0;68.0
08/25/2017;67.0;50.0;30.0;73.0
08/26/2017;56.0;42.0;30.0;59.0
08/27/2017;31.0;18.0;11.0;30.0
08/28/2017;45.0;36.0;24.0;50.0
08/29/2017;40.0;26.0;16.0;47.0
08/30/2017;44.0;26.0;19.0;47.0
08/31/2017;38.0;22.0;14.0;47.0
09/01/2017;33.0;23.0;14.0;42.0
09/02/2017;38.0;27.0;17.0;49.0
09/03/2017;66.0;44.0;35.0;50.0
09/04/2017;46.0;27.0;18.0;39.0
09/05/2017;58.0;37.0;24.0;62.0
09/06/2017;59.0;38.0;27.0;65.0
09/07/2017;45.0;30.0;16.0;55.0
09/08/2017;74.0;44.0;69.0
09/09/2017;39.0;17.0;12.0;23.0
09/10/2017;31.0;15.0;9.0;27.0
09/11/2017;56.0;34.0;21.0;40.0
09/14/2017;69.0;58.0;36.0;72.0
09/15/2017;30.0;21.0;10.0;39.0
09/16/2017;28.0;20.0;10.0;28.0
09/17/2017;48.0;35.0;23.0;45.0
09/18/2017;56.0;37.0;18.0;45.0
09/19/2017;75.0;53.0;42.0;70.0
09/20/2017;86.0;62.0;39.0;87.0
09/21/2017;102.0;71.0;60.0;92.0
09/22/2017;68.0;46.0;34.0;87.0
09/23/2017;62.0;40.0;28.0;68.0
09/24/2017;86.0;60.0;51.0;81.0
09/25/2017;76.0;51.0;38.0;68.0
09/26/2017;58.0;42.0;31.0;68.0
09/27/2017;85.0;63.0;49.0;92.0
09/28/2017;103.0;71.0;61.0;94.0
09/29/2017;91.0;70.0;55.0;101.0
09/30/2017;82.0;60.0;52.0;76.0
10/01/2017;37.0;26.0;20.0;45.0
10/02/2017;60.0;49.0;35.0;72.0
10/03/2017;65.0;53.0;38.0;79.0
10/04/2017;56.0;38.0;29.0;68.0
10/05/2017;91.0;72.0;52.0;103.0
10/06/2017;60.0;41.0;29.0;82.0
10/07/2017;68.0;41.0;29.0;67.0
10/08/2017;74.0;63.0;48.0;80.0
10/09/2017;82.0;77.0;47.0;94.0
10/10/2017;87.0;82.0;50.0;107.0
10/11/2017;115.0;95.0;71.0;121.0
10/12/2017;102.0;82.0;62.0;103.0
10/13/2017;81.0;72.0;46.0;97.0
10/14/2017;92.0;65.0;53.0;90.0
10/15/2017;63.0;51.0;40.0;80.0
10/16/2017;64.0;44.0;34.0;79.0
10/17/2017;58.0;45.0;34.0;68.0
10/18/2017;56.0;43.0;33.0;60.0
10/19/2017;72.0;48.0;41.0;67.0
10/20/2017;66.0;51.0;37.0;76.0
10/21/2017;47.0;32.0;24.0;43.0
10/22/2017;50.0;46.0;25.0;64.0
10/23/2017;84.0;65.0;48.0;87.0
10/24/2017;94.0;73.0;53.0;91.0
10/25/2017;104.0;79.0;60.0;99.0
10/26/2017;119.0;87.0;69.0;109.0
10/27/2017;69.0;62.0;43.0;91.0
10/28/2017;55.0;41.0;27.0;79.0
10/29/2017;50.0;45.0;29.0;74.0
10/30/2017;51.0;42.0;29.0;67.0
10/31/2017;67.0;55.0;42.0;74.0
11/01/2017;63.0;53.0;41.0;71.0
11/02/2017;70.0;57.0;44.0;81.0
11/03/2017;69.0;57.0;45.0;75.0
11/04/2017;52.0;35.0;30.0;52.0
11/05/2017;48.0;38.0;23.0;54.0
11/06/2017;55.0;44.0;31.0;78.0
11/07/2017;77.0;63.0;53.0;80.0
11/08/2017;69.0;54.0;43.0;74.0
11/09/2017;40.0;29.0;21.0;58.0
11/10/2017;76.0;63.0;47.0;94.0
11/11/2017;85.0;67.0;56.0;81.0
11/12/2017;75.0;58.0;50.0;71.0
11/13/2017;66.0;52.0;39.0;76.0
11/14/2017;85.0;74.0;62.0;89.0
11/15/2017;99.0;86.0;75.0;104.0
11/16/2017;117.0;105.0;88.0;119.0
11/17/2017;121.0;102.0;78.0;125.0
11/18/2017;89.0;68.0;52.0;85.0
11/19/2017;85.0;71.0;52.0;85.0
11/20/2017;101.0;95.0;71.0;114.0
11/21/2017;113.0;100.0;84.0;118.0
11/22/2017;102.0;90.0;74.0;120.0
11/23/2017;117.0;101.0;85.0;116.0
11/24/2017;93.0;86.0;62.0;106.0
11/25/2017;76.0;66.0;53.0;84.0
11/26/2017;46.0;36.0;26.0;58.0
11/27/2017;83.0;70.0;60.0;96.0
11/28/2017;93.0;76.0;74.0;96.0
11/29/2017;66.0;53.0;47.0;72.0
11/30/2017;60.0;49.0;39.0;73.0
09/12/2017;27.0;18.0;40.0
09/13/2017;58.0;32.0;89.0
