fecha;estacion004;estacion008;estacion011;estacion035;estacion038;estacion039;estacion047;estacion048;estacion049;estacion050
10/17/2017;51.0;58.0;57.0;54.0;45.0;57.0;45.0;47.0;34.0;51.0
10/18/2017;40.0;56.0;49.0;47.0;42.0;45.0;43.0;46.0;33.0;49.0
10/19/2017;47.0;72.0;58.0;53.0;50.0;47.0;48.0;53.0;41.0;58.0
10/20/2017;49.0;66.0;62.0;55.0;47.0;50.0;51.0;55.0;37.0;52.0
10/21/2017;42.0;47.0;44.0;46.0;40.0;39.0;32.0;41.0;24.0;40.0
10/22/2017;44.0;50.0;37.0;47.0;44.0;40.0;46.0;29.0;25.0;27.0
10/23/2017;68.0;84.0;79.0;71.0;74.0;65.0;65.0;57.0;48.0;49.0
10/24/2017;77.0;94.0;81.0;83.0;84.0;75.0;73.0;68.0;53.0;61.0
10/25/2017;90.0;104.0;91.0;87.0;93.0;82.0;79.0;79.0;60.0;76.0
10/26/2017;102.0;119.0;107.0;96.0;105.0;92.0;87.0;94.0;69.0;80.0
10/27/2017;68.0;69.0;45.0;82.0;66.0;53.0;62.0;39.0;43.0;40.0
10/28/2017;58.0;55.0;33.0;58.0;42.0;40.0;41.0;28.0;27.0;25.0
10/29/2017;56.0;50.0;35.0;58.0;42.0;36.0;45.0;29.0;29.0;26.0
10/30/2017;46.0;51.0;40.0;55.0;47.0;40.0;42.0;33.0;29.0;30.0
10/31/2017;56.0;67.0;59.0;65.0;64.0;55.0;55.0;50.0;42.0;49.0
11/01/2017;52.0;63.0;52.0;63.0;50.0;48.0;53.0;44.0;41.0;40.0
11/02/2017;61.0;70.0;71.0;68.0;60.0;65.0;57.0;61.0;44.0;55.0
11/03/2017;54.0;69.0;73.0;69.0;59.0;61.0;57.0;62.0;45.0;59.0
11/04/2017;36.0;52.0;42.0;50.0;38.0;38.0;35.0;45.0;30.0;40.0
11/05/2017;40.0;48.0;35.0;53.0;42.0;28.0;38.0;28.0;23.0;31.0
11/06/2017;51.0;55.0;36.0;55.0;49.0;41.0;44.0;35.0;31.0;35.0
11/07/2017;65.0;77.0;80.0;62.0;71.0;75.0;63.0;67.0;53.0;68.0
11/08/2017;51.0;69.0;56.0;68.0;59.0;44.0;54.0;47.0;43.0;51.0
11/09/2017;33.0;40.0;26.0;57.0;39.0;24.0;29.0;22.0;21.0;26.0
11/10/2017;64.0;76.0;55.0;69.0;64.0;52.0;63.0;52.0;47.0;49.0
11/11/2017;64.0;85.0;78.0;61.0;77.0;71.0;67.0;73.0;56.0;67.0
11/12/2017;60.0;75.0;68.0;50.0;66.0;60.0;58.0;63.0;50.0;56.0
11/13/2017;51.0;66.0;44.0;62.0;59.0;41.0;52.0;39.0;39.0;41.0
11/14/2017;70.0;85.0;79.0;66.0;76.0;70.0;74.0;70.0;62.0;74.0
11/15/2017;79.0;99.0;101.0;73.0;94.0;86.0;86.0;87.0;75.0;81.0
11/16/2017;101.0;117.0;108.0;77.0;121.0;100.0;105.0;99.0;88.0;89.0
11/17/2017;96.0;121.0;99.0;65.0;117.0;97.0;102.0;87.0;78.0;84.0
11/18/2017;73.0;89.0;67.0;51.0;83.0;69.0;68.0;55.0;52.0;49.0
11/19/2017;71.0;85.0;76.0;55.0;84.0;70.0;71.0;62.0;52.0;60.0
11/20/2017;86.0;101.0;99.0;66.0;112.0;115.0;95.0;84.0;71.0;79.0
11/21/2017;97.0;113.0;111.0;73.0;116.0;116.0;100.0;95.0;84.0;89.0
11/22/2017;94.0;102.0;93.0;72.0;97.0;98.0;90.0;85.0;74.0;77.0
11/23/2017;95.0;117.0;116.0;77.0;104.0;125.0;101.0;101.0;85.0;97.0
11/24/2017;75.0;93.0;82.0;67.0;76.0;87.0;86.0;79.0;62.0;77.0
11/25/2017;65.0;76.0;54.0;59.0;53.0;56.0;66.0;54.0;53.0;42.0
11/26/2017;45.0;46.0;34.0;44.0;42.0;31.0;36.0;29.0;26.0;26.0
11/27/2017;73.0;83.0;85.0;64.0;80.0;85.0;70.0;71.0;60.0;70.0
11/28/2017;78.0;93.0;87.0;70.0;96.0;89.0;76.0;83.0;74.0;78.0
11/29/2017;53.0;66.0;49.0;56.0;62.0;46.0;53.0;44.0;47.0;44.0
11/30/2017;52.0;60.0;41.0;48.0;56.0;42.0;49.0;36.0;39.0;42.0
